sexe;annee;prenoms
F;2016;Cléa
M;2021;Gaston
M;2016;Owen
M;2011;Ayoub
F;2006;Avril
M;2009;Rodrigue
F;2007;Hana
F;2013;Isabella
F;2005;Élise
F;2008;Laurène
F;2016;Cléophée
M;2021;Vadim
F;2016;Paola
M;2011;Balthazar
M;2006;Benjamin
M;2009;Ryad
M;2007;Hugues
F;2013;Janna
F;2005;Ella
F;2008;Lilly
F;2016;Colombe
M;2021;Orso
F;2016;Rym
M;2011;Bastien
F;2006;Bintou
F;2009;Samia
F;2007;Ines
F;2013;Joey
M;2005;Eric
F;2008;Lou
M;2016;Corentin
M;2021;Amadou
M;2016;Sahel
F;2011;Billie
M;2006;Brieuc
M;2009;Samy
F;2007;Inès
F;2013;Johana
M;2005;Ernest
F;2008;Louisa
F;2016;Dalia
M;2021;Ousmane
F;2016;Salma
F;2011;Capucine
M;2006;Cédric
M;2009;Sohan
M;2007;Jawad
F;2013;Joyce
M;2005;Erwan
M;2008;Lubin
F;2016;Dalya
F;2021;Gaïa
M;2016;Sekou
F;2011;Cassandra
M;2006;Côme
F;2009;Tamara
F;2007;Laurène
F;2013;Laetitia
F;2005;Eurydice
F;2008;Lucille
F;2016;Daria
F;2021;Izia
M;2016;Seydina
M;2011;Colin
M;2006;Dan
M;2009;Théotime
F;2007;Léa
F;2013;Léah
F;2005;Eva
M;2008;Lukas
F;2016;Elinor
F;2021;Leïla
M;2016;Sohan
F;2011;Coralie
M;2006;Daouda
M;2009;Timothée
M;2007;Léandre
F;2013;Léopoldine
F;2005;Fatim
F;2008;Maïlys
M;2016;Ethan
M;2021;Eliot
F;2016;Solène
M;2011;Cyril
M;2006;Elie
M;2009;Tomas
M;2007;Loïc
M;2013;Lévi
F;2005;Fiona
M;2008;Marwane
M;2016;Filip
M;2021;Salim
F;2016;Telma
M;2011;Dylan
F;2006;Eline
F;2009;Violette
F;2007;Lucille
F;2013;Louane
M;2005;Gabriel
F;2008;Melissa
M;2016;George
M;2021;Lou
M;2004;Abraham
M;2016;Terence
F;2011;Éléonore
M;2006;Émile
M;2009;Youssouf
F;2007;Maïssane
M;2013;Louison
M;2005;Gaëtan
F;2008;Mélissa
F;2016;Gloria
M;2021;Lior
M;2004;Adan
F;2016;Thelma
F;2011;Elia
F;2006;Emilia
M;2009;Zakariya
F;2007;Maram
F;2013;Maelys
F;2005;Hajar
M;2008;Moustapha
M;2016;Guilhem
M;2021;Leonardo
M;2004;Alexis
F;2016;Valentine
F;2011;Élise
M;2006;Eytan
F;2009;Zélie
M;2007;Marin
M;2013;Marcel
F;2005;Jade
F;2008;Nell
F;2016;Hana
M;2021;Stanislas
F;2004;Alia
M;2016;Valérian
F;2011;Elizabeth
F;2006;Fatima
F;2009;Zoë
F;2007;May
M;2013;Marco
M;2005;Kévin
M;2008;Nils
F;2016;Ilyana
F;2021;Elina
F;2004;Alice
M;2016;Walid
F;2011;Elly
M;2006;Gaétan
F;2009;Zohra
F;2007;Maylis
F;2013;Mariama
M;2005;Lenny
M;2008;Philémon
F;2016;Inaya
M;2021;Hedi
M;2004;Ange
M;2017;Abderrahmane
M;2011;Eloi
M;2006;Gary
F;2010;Adriana
M;2007;Melvyn
M;2013;Mathys
M;2005;Liam
F;2008;Pia
F;2016;Irina
M;2021;Moustapha
F;2004;Angèle
F;2017;Aby
F;2011;Fiona
F;2006;Goundo
M;2011;Vincent
F;2007;Meriem
M;2013;Mattéo
M;2005;Loïs
F;2008;Rebecca
M;2016;Iyed
F;2021;Diana
F;2004;Anne-Sophie
F;2017;Aïsha
M;2011;Franck
M;2006;Hadrien
F;2011;Yuna
F;2007;Noémie
F;2013;Mélinda
F;2005;Lylia
F;2008;Samira
F;2016;Joanne
M;2021;Fares
M;2004;Ari
F;2017;Albertine
M;2011;Hamza
F;2006;Ilyana
F;2011;Zahra
F;2007;Nour
M;2013;Mohamed-Lamine
F;2005;Maayane
M;2008;Sébastien
M;2016;Julian
M;2021;Salif
M;2004;Arsène
F;2017;Aline
M;2011;Hugo
M;2006;Isaac
M;2012;Achraf
F;2007;Olympe
F;2013;Nawel
F;2005;Maïmouna
F;2008;Shirel
F;2016;Leïla
M;2021;Yahya
M;2004;Aubin
F;2017;Amalia
M;2011;Ibrahim
M;2006;Jibril
F;2012;Alicia
F;2007;Ophélie
F;2013;Naya
F;2005;Manel
F;2008;Stéphanie
F;2016;Lise
F;2021;Elinor
F;2004;Bénédicte
M;2017;Amaury
M;2011;Idrissa
F;2006;Kelly
F;2012;Alissa
F;2007;Rahma
F;2013;Nelly
M;2005;Marlon
M;2008;Tanguy
F;2016;Liv
M;2021;El
F;2004;Chloé
F;2017;Ambre
M;2011;Iliane
M;2006;Lamine
M;2012;Alix
M;2007;Robin
M;2013;Nino
M;2005;Martin
M;2008;Timothé
F;2016;Maëva
M;2021;Élias
F;2004;Daphné
M;2017;Amir
M;2011;Ilyas
F;2006;Léane
F;2012;Amalia
F;2007;Shayma
F;2013;Norhane
F;2005;Marwa
F;2008;Viviane
M;2016;Malone
F;2021;Tia
F;2004;Djeneba
M;2017;Andreas
F;2011;Imène
F;2006;Lindsay
M;2012;Amos
F;2007;Sidonie
M;2013;Oliver
M;2005;Matheo
M;2008;Walid
M;2016;Mamadou
F;2021;Zeyneb
M;2004;Edouard
M;2017;Arthur
M;2011;Issam
M;2006;Loup
F;2012;Ana
M;2007;Souleymane
M;2013;Pierre
F;2005;Matilda
M;2008;Yann
F;2016;Margot
M;2021;Haron
F;2004;Eléonore
F;2017;Avital
M;2011;Iyad
M;2006;Luka
M;2012;Anas
M;2007;Tiago
M;2013;Roman
M;2005;Matthis
M;2008;Yannick
F;2016;Maria
F;2021;Amanda
F;2004;Emilie
M;2017;Bakary
M;2011;Jonah
F;2006;Maélys
M;2012;Anass
F;2007;Victoria
M;2013;Samba
M;2005;Melvyn
M;2009;Akram
F;2016;Mariame
F;2021;Mayssane
F;2004;Enora
F;2017;Bertille
M;2011;Jules
M;2006;Mathurin
M;2012;Anatole
M;2007;Wassim
F;2013;Suzie
M;2005;Milan
M;2009;Aksil
F;2016;Morgane
M;2021;Mouhamadou
M;2004;Eric
F;2017;Éléa
M;2011;Karl
M;2006;Maxim
F;2012;Angélina
F;2007;Zélie
M;2013;Timéo
F;2005;Milena
M;2009;Alex
M;2016;Mouhamadou
F;2021;Alexie
M;2004;Hadrien
F;2017;Elena
M;2011;Liam
F;2006;Meryem
M;2012;Ari
M;2008;Adam
M;2013;Ulysse
M;2005;Milo
M;2009;Alexandre
M;2016;Noé
F;2021;Alina
M;2004;Hamza
F;2017;Elly
F;2011;Lilie
M;2006;Mouhamed
F;2012;Asma
F;2008;Alia
M;2013;Vianney
M;2005;Noah
M;2009;Ali
F;2016;Norah
F;2021;Élisabeth
F;2004;Satine
M;2017;Éloi
F;2011;Lucy
F;2006;Naomie
F;2012;Assia
F;2008;Aliénor
M;2013;Wassim
M;2005;Oumar
F;2009;Alicia
F;2016;Penda
F;2021;Elynn
M;2004;Sebastien
M;2017;Emmanuel
F;2011;Ludivine
M;2006;Nassim
F;2012;Ava
F;2008;Aline
F;2013;Yara
M;2005;Pacôme
F;2009;Aline
F;2016;Quitterie
F;2021;Janelle
F;2004;Suzon
F;2017;Emmanuelle
F;2011;Lyana
F;2006;Noor
F;2012;Aylin
F;2008;Anaïs
M;2013;Yasser
M;2005;Pascal
F;2009;Ashley
F;2016;Rita
F;2021;Joyce
M;2004;Thibaut
F;2017;Emy
M;2011;Matias
F;2006;Ornella
M;2012;Aymane
F;2008;Annabelle
M;2014;Adama
M;2005;Philéas
F;2009;Aude
M;2016;Robin
F;2021;Lalla
M;2004;Timothé
F;2017;Evy
M;2011;Matthias
M;2006;Rohan
M;2012;Ayoub
F;2008;Anouk
F;2014;Anastasia
F;2005;Quitterie
M;2009;Benjamin
M;2016;Sébastien
F;2021;Lylia
M;2004;Tomas
M;2017;Ezra
F;2011;Melissa
F;2006;Romane
M;2012;Benoît
M;2008;Anselme
M;2014;André
F;2005;Raphaëlle
M;2009;Bernard
M;2016;Sidi
F;2021;Méline
F;2004;Victoire
M;2017;Filip
F;2011;Mila
M;2006;Rony
F;2012;Bérénice
M;2008;Antonin
F;2014;Assil
M;2005;Robert
F;2009;Carmen
F;2016;Solange
M;2021;Ayaz
F;2004;Yasmine
F;2017;Hawa
M;2011;Mohammed
F;2006;Ruth
M;2012;Bogdan
F;2008;Ariane
F;2014;Ayana
M;2005;Roman
F;2009;Céleste
M;2016;Victor
M;2021;Bradley
M;2004;Yohan
M;2017;Isaiah
M;2011;Nathan
M;2006;Ryad
M;2012;Camille
M;2008;Ariel
M;2014;Baptiste
M;2005;Sami
F;2009;Clara
M;2016;Virgile
M;2021;Gauthier
M;2005;Achille
F;2017;Isaure
F;2011;Nola
M;2006;Sacha
F;2012;Capucine
F;2008;Athénaïs
M;2014;Bilal
F;2005;Swann
F;2009;Colombe
F;2016;Vivienne
M;2021;Nil
M;2005;Ahmed
M;2017;Ismaël
M;2011;Owen
M;2006;Sébastien
F;2012;Chahinez
M;2008;Calixte
M;2014;César
M;2005;Viktor
F;2009;Coumba
M;2016;Yacine
F;2005;Aimée
M;2017;James
M;2011;Pablo
F;2006;Sérine
M;2012;Christian
F;2008;Castille
F;2014;Charlie
M;2006;Alan
M;2009;Denis
M;2016;Yossef
M;2005;Albert
M;2017;Joshua
M;2011;Paolo
F;2006;Sirine
F;2012;Cléophée
F;2008;Célia
F;2014;Colombe
F;2019;Dahlia
F;2009;Diane
M;2016;Youcef
M;2005;Alexandre
F;2017;Jude
M;2011;Rayane
F;2006;Solène
M;2012;Constant
F;2008;Chiara
F;2014;Diane
M;2019;Aksil
M;2009;Eden
M;2016;Younes
F;2005;Alicia
F;2017;Julia
F;2011;Salma
F;2006;Tara
M;2012;David
F;2008;Clarisse
F;2014;Elena
M;2019;Alon
F;2009;Eglantine
F;2016;Yousra
F;2005;Aliya
F;2017;Layana
M;2011;Sam
M;2006;Timothée
M;2012;Edward
M;2008;Colin
M;2014;Eli
M;2019;Mazen
F;2009;Éléonore
M;2016;Zacharie
F;2005;Alycia
F;2017;Léane
M;2011;Sébastien
M;2006;Yani
F;2012;Elena
F;2008;Dounia
F;2014;Eliza
M;2019;Tancrède
M;2009;Eliot
F;2017;Aaliyah
F;2005;Alysson
M;2017;Léon
M;2011;Sekou
M;2006;Yaya
M;2012;Éliot
M;2008;Eden
M;2014;Emilien
F;2019;Amicie
M;2009;Eliott
M;2017;Aïden
F;2005;Amalia
M;2017;Léopold
F;2011;Sohane
M;2006;Yvan
F;2012;Élisa
M;2008;Émile
M;2014;Emir
M;2019;Elon
M;2009;Émile
F;2017;Aimée
F;2005;Amicie
M;2017;Luis
M;2011;Sven
M;2006;Zacharie
M;2012;Ethan
F;2008;Émilie
F;2014;Eva
M;2019;Maximilian
M;2009;Emmanuel
F;2017;Alexandra
F;2005;Anaïs
M;2017;Lyam
M;2011;Tao
M;2007;Abraham
F;2012;Eva
M;2008;Emilio
M;2014;Eytan
M;2019;Saliou
F;2009;Enora
F;2017;Alya
F;2005;Angélique
F;2017;Maelys
M;2011;Thibaud
F;2007;Aglaé
F;2012;Francesca
F;2008;Emy
F;2014;Fanny
M;2019;Thierno
M;2009;Ewan
M;2017;Anaël
F;2005;Ava
M;2017;Marco
M;2011;Titouan
F;2007;Ambre
M;2012;François
F;2008;Eurydice
F;2014;Fatma
F;2019;Olympia
F;2009;Fanny
F;2017;Ania
F;2005;Bintou
M;2017;Martin
F;2011;Vera
F;2007;Anastasia
M;2012;Giacomo
M;2008;Eythan
M;2014;Francesco
F;2019;Soraya
F;2009;Fatima
M;2017;Antoine
F;2005;Brune
M;2017;Mathéo
M;2004;Adam
M;2007;Angelo
M;2012;Giovanni
M;2008;Gaspard
M;2014;Gabin
M;2019;Adams
M;2009;Flavien
M;2017;Archibald
F;2005;Cécilia
M;2017;Matis
F;2004;Adriana
M;2007;Anselme
M;2012;Guillaume
M;2008;Giovanni
M;2014;Gabriel
M;2019;Laurent
M;2009;Gauthier
F;2017;Aria
F;2005;Colombe
M;2017;Mattéo
F;2004;Alba
M;2007;Arthur
F;2012;Hind
F;2008;Guillemette
M;2014;George
M;2019;Santiago
F;2009;Hayden
M;2017;Ariel
F;2005;Diana
M;2017;Matthew
M;2004;Amaury
M;2007;Artur
F;2012;Hortense
M;2008;Hamidou
M;2014;Haron
M;2019;Tidiane
M;2009;Hector
M;2017;Arsène
F;2005;Donia
F;2017;Maylis
F;2004;Amina
F;2007;Astrid
F;2012;Ines
M;2008;Jean-Baptiste
F;2014;Iliana
M;2019;Yohann
F;2009;Héloïse
M;2017;Ayman
F;2005;Eléonore
F;2017;Méline
F;2004;Aminata
F;2007;Ayline
F;2012;Inès
F;2008;Joséphine
M;2014;Ilies
M;2019;Yossef
F;2009;Inaya
M;2017;Boris
M;2005;Elias
M;2017;Milo
F;2004;Angelina
M;2007;Brayan
M;2012;Ismaël
F;2008;Julie
M;2014;Ilyes
F;2019;Fanny
F;2009;Ines
M;2017;Boubacar
M;2005;Elouan
M;2017;Mouhamed
F;2004;Assa
F;2007;Charline
F;2012;Isra
F;2008;Lara
F;2014;Isra
F;2019;Mellina
M;2009;Ismaël
F;2017;Candice
M;2005;Emil
F;2017;Nadine
M;2004;Aurélien
F;2007;Christelle
M;2012;Joël
M;2008;Léonard
M;2014;Jacques
F;2020;Jade
M;2009;James
M;2017;Célian
M;2005;Émile
M;2017;Nahil
F;2004;Bianca
F;2007;Christine
M;2012;Johann
M;2008;Léo-Paul
M;2014;James
M;2020;Liam
F;2009;Jana
M;2017;Cheick
F;2005;Emmanuelle
F;2017;Nélia
M;2004;César
F;2007;Daphnée
F;2012;Lehna
M;2008;Lino
F;2014;Lili
M;2020;Marceau
F;2009;Jessica
F;2017;Colette
F;2005;Éva
F;2017;Nélya
F;2004;Christina
M;2007;Dimitri
M;2012;Lou
F;2008;Lucie
M;2014;Louka
F;2020;Léna
M;2009;Joris
M;2017;Demba
M;2005;Florian
M;2017;Noé
F;2004;Clarisse
F;2007;Eleanor
M;2012;Maceo
F;2008;Madeleine
M;2014;Luca
M;2020;Yanis
M;2009;Justin
F;2017;Diane
M;2005;Grégoire
F;2017;Noémie
F;2004;Colette
F;2007;Elora
M;2012;Mahamadou
M;2008;Mady
F;2014;Madeleine
M;2020;Andrea
F;2009;Kadiatou
F;2017;Dina
M;2005;Guilhem
F;2017;Noor
F;2004;Colombe
F;2007;Fanta
M;2012;Malo
M;2008;Mahmoud
F;2014;Mariame
M;2020;Elias
F;2009;Laura
F;2017;Djenna
F;2005;Haby
M;2017;Olivier
M;2004;Côme
M;2007;Flavio
F;2012;Maryam
F;2008;Marina
M;2014;Matthias
M;2020;César
F;2009;Leïna
M;2017;Édouard
F;2005;Halima
F;2017;Pia
F;2004;Coumba
F;2007;Flore
M;2012;Matthieu
M;2008;Marvyn
M;2014;Mehdi
F;2020;Brune
M;2009;Léonard
F;2017;Eléna
F;2005;Héléna
M;2017;Romain
M;2004;Darius
M;2007;Gabin
F;2012;Maud
F;2008;Marwa
F;2014;Meryem
F;2020;Raphaëlle
F;2009;Lily
M;2017;Elio
M;2005;Henri
F;2017;Sienna
F;2004;Djénéba
F;2007;Gabrielle
M;2012;Mehdi
F;2008;Maxence
F;2014;Myla
M;2020;Marcel
F;2009;Lorena
F;2017;Élisabeth
M;2005;Ibrahim
F;2017;Soumaya
F;2004;Elina
F;2007;Giulia
F;2012;Mélia
M;2008;Mickaël
M;2014;Nabil
F;2020;Daphné
F;2009;Lylou
M;2017;Eneko
M;2005;Ibrahima
F;2017;Suzie
M;2004;Esteban
M;2007;Guilhem
F;2012;Mélusine
M;2008;Moussa
F;2014;Naïa
F;2020;Eden
F;2009;Maeva
M;2017;Ethan
F;2005;Jessica
F;2017;Tahel
M;2004;Estéban
F;2007;Hanna
M;2012;Melvil
M;2008;Naël
M;2014;Naïm
F;2020;Ines
F;2009;Maïssa
M;2017;Gael
M;2005;Joe
M;2017;Yassine
M;2004;Francis
F;2007;Héléna
F;2012;Meryl
F;2008;Naomi
F;2014;Nell
M;2020;Samy
F;2009;Marine
M;2017;Gaspar
M;2005;Jordan
F;2018;Adèle
M;2004;Gad
F;2007;Imène
M;2012;Michaël
M;2008;Nassim
F;2014;Olympia
F;2020;Bintou
M;2009;Marouane
M;2017;Guillaume
F;2005;Lara
M;2018;Adrien
F;2004;Gaëlle
M;2007;Issam
F;2012;Michelle
M;2008;Nathaniel
M;2014;Omar
F;2020;Paloma
M;2009;Maxence
F;2017;Hajar
M;2005;Léonard
M;2018;Alioune
M;2004;Gaëtan
F;2007;Liza
M;2012;Mohamed-Amine
F;2008;Nayla
M;2014;Oumar
F;2020;Emna
M;2009;Michael
M;2017;Honoré
F;2005;Léonie
M;2018;Ambroise
F;2004;Gaïa
M;2007;Lou
F;2012;Monica
F;2008;Nicole
M;2014;Pablo
F;2020;Dina
M;2009;Milo
M;2017;Hussein
M;2005;Lohan
F;2018;Anaïs
M;2004;Gary
F;2007;Malika
M;2012;Nathanaël
M;2008;Pierre
M;2014;Richard
M;2020;Cheick
F;2009;Moïra
M;2017;Ilyan
F;2005;Lorraine
M;2018;Antonin
F;2004;Grâce
M;2007;Malone
M;2012;Philémon
M;2008;Ramy
M;2014;Roméo
M;2020;Zayn
F;2009;Natalia
F;2017;Inaya
F;2005;Lucie
M;2018;Ayden
M;2004;Solal
F;2007;Manelle
F;2012;Prisca
M;2008;Riwan
M;2014;Ruben
F;2020;Castille
M;2009;Noham
F;2017;Jane
F;2005;Lyna
F;2018;Blanche
F;2004;Solène
F;2007;Manon
M;2012;Raphaël
M;2008;Riyad
M;2014;Ryad
F;2020;Faustine
F;2009;Olympe
M;2017;Jean-Baptiste
F;2005;Mama
M;2018;Camille
F;2004;Sylvia
M;2007;Moustapha
F;2012;Rosa
F;2008;Romy
M;2014;Samba
M;2020;Ambroise
M;2009;Paolo
M;2017;Joris
M;2005;Mamadou
M;2018;César
M;2004;Thibault
F;2007;Myriam
F;2012;Sally
M;2008;Samba
F;2014;Samia
F;2020;June
F;2009;Quitterie
F;2017;Juliette
F;2005;Manon
M;2018;Daniel
M;2004;Youssef
F;2007;Naomi
F;2012;Shaïma
F;2008;Sandrine
F;2014;Sandra
M;2020;Mattéo
F;2009;Salimata
F;2017;June
F;2005;Marilou
M;2018;Demba
F;2004;Ysée
M;2007;Nazim
F;2012;Tara
F;2008;Selma
M;2014;Skander
M;2020;Mayron
M;2009;Seydou
F;2017;Kenza
M;2005;Mateo
F;2018;Eleanor
M;2004;Zacharie
M;2007;Nikola
F;2012;Thelma
M;2008;Siméon
M;2014;Sohan
F;2020;Diana
F;2009;Sira
F;2017;Klara
M;2005;Matias
M;2018;Eliot
F;2005;Aïssata
M;2007;Nils
M;2012;Tiago
F;2008;Sirine
F;2014;Solange
M;2020;Luka
M;2009;Souleymane
F;2017;Lahna
F;2005;Mélody
F;2018;Ella
F;2005;Amandine
F;2007;Pénélope
F;2012;Tiphaine
M;2008;Solal
M;2014;Souleymane
M;2020;Thibault
M;2009;Steven
F;2017;Laura
M;2005;Mohamed-Ali
F;2018;Ellie
F;2005;Ambrine
F;2007;Rania
M;2012;Wissem
F;2008;Sophia
F;2014;Valentine
M;2020;Sandro
F;2009;Tasnime
F;2017;Lily
M;2005;Nathan
M;2018;Emile
F;2005;Andréa
M;2007;Ruben
M;2012;Zakariya
F;2008;Soraya
M;2014;Walid
F;2020;Grace
F;2009;Thaïs
M;2017;Lorenzo
F;2005;Nell
M;2018;Erwan
M;2005;Angelo
M;2007;Saïd
M;2013;Abdelkader
M;2008;Stefan
M;2014;Yaron
M;2020;Levi
F;2009;Thelma
F;2017;Lou
F;2005;Noélie
M;2018;Erwann
F;2005;Céleste
F;2007;Sasha
M;2013;Adrian
M;2008;Valentin
M;2014;Yohann
M;2020;Dimitri
M;2009;Théophile
M;2017;Louay
F;2005;Ophélie
F;2018;Farah
F;2005;Clara
F;2007;Shirel
M;2013;Aïssa
F;2008;Yaël
M;2014;Yossef
F;2020;Aline
M;2009;Thibault
M;2017;Lukas
M;2005;Rafael
M;2018;Gustave
F;2005;Déborah
M;2007;Stanley
F;2013;Andrea
M;2008;Yannis
F;2015;Adama
F;2020;Olga
F;2009;Tiffany
F;2017;Lydia
F;2005;Shana
M;2018;Ibrahim
M;2005;Diogo
F;2007;Sylvie
M;2013;Arthur
M;2008;Yaya
M;2015;Alessio
F;2020;Prune
M;2009;William
M;2017;Mael
M;2005;Stanislas
F;2018;Iris
F;2005;Domitille
F;2007;Tatiana
F;2013;Assia
M;2008;Zakary
M;2015;Alexander
M;2020;Aimé
M;2009;Yannick
F;2017;Nada
M;2005;Steven
M;2018;Isaiah
F;2005;Erika
F;2007;Tess
F;2013;Astrid
M;2009;Abel
F;2015;Alexia
M;2020;Kenzo
M;2010;Abdoul
F;2017;Ombeline
M;2005;Teddy
M;2018;Ismael
M;2005;Esteban
M;2007;Thibault
F;2013;Aude
M;2009;Adam
F;2015;Alia
M;2020;Maé
M;2010;Aly
F;2017;Oriane
M;2005;Warren
F;2018;Jana
F;2005;Estelle
M;2007;Timothée
F;2013;Augustine
F;2009;Adèle
F;2015;Amira
M;2020;Souleyman
F;2010;Anais
M;2017;Owen
M;2005;Youcef
M;2018;Joshua
M;2005;Ethan
M;2007;Valentino
F;2013;Aurore
F;2009;Adja
M;2015;Andreas
F;2020;Yasmina
F;2010;Annaëlle
F;2017;Philippine
M;2005;Younes
F;2018;Julia
M;2005;Francis
F;2007;Vanessa
M;2013;Aylan
M;2009;Adrien
F;2015;Apolline
M;2020;Caleb
M;2010;Barnabé
M;2017;Robin
F;2005;Zélie
F;2018;Kahina
F;2005;Gabrielle
F;2007;Yaël
F;2013;Aylin
F;2009;Aïda
F;2015;Ashley
M;2020;Jean-Baptiste
M;2010;Bastien
F;2017;Shaïly
M;2006;Adrien
M;2018;Kaïs
M;2005;George
M;2007;Yannick
F;2013;Billie
M;2009;Alan
F;2015;Audrey
M;2020;Matias
F;2010;Bérénice
F;2017;Solveig
F;2006;Agathe
M;2018;Kamil
M;2005;Gianni
F;2007;Zineb
M;2013;Cameron
M;2009;Alexy
F;2015;Aure
M;2020;Roch
F;2010;Bouchra
M;2017;Tahar
M;2006;Alban
F;2018;Khadidiatou
M;2005;Hakim
M;2008;Adrian
F;2013;Camila
F;2009;Alycia
F;2015;Billie
M;2004;Ilyes
M;2010;Charlie
M;2017;Vadim
M;2006;Aleksandar
M;2018;Kylian
F;2005;Helena
M;2008;Adrien
F;2013;Carla
F;2009;Ambre
F;2015;Chelsea
F;2004;Irène
F;2010;Clélie
M;2017;Winner
F;2006;Alina
F;2018;Lara
M;2005;Henry
F;2008;Alma
M;2013;Clarence
F;2009;Amel
F;2015;Clarence
F;2004;Jessie
F;2010;Cloé
M;2017;Youcef
F;2006;Ambre
F;2018;Léana
M;2005;Hicham
M;2008;Alpha
M;2013;Constantin
F;2009;Anaïs
M;2015;Clovis
M;2004;Kamil
M;2010;Cyril
F;2017;Zaynab
F;2006;Ana
M;2018;Leo
F;2005;India
F;2008;Alya
M;2013;Cyril
F;2009;Angelina
F;2015;Constance
F;2004;Kiara
M;2010;Dali
M;2018;Aharon
F;2004;Ilona
M;2018;Levi
M;2005;Ivan
F;2008;Ambrine
F;2013;Eléonore
F;2009;Angélique
F;2015;Coumba
F;2004;Laëtitia
M;2010;Dan
F;2018;Aïsha
F;2004;Iris
F;2018;Lisa
M;2005;Jawad
F;2008;Amina
F;2013;Emma
M;2009;Ari
M;2015;Dany
F;2004;Laura
F;2010;Daphné
F;2018;Aissatou
M;2004;Jean-Marc
M;2018;Lucien
M;2005;Jean
F;2008;Andréa
M;2013;Ernest
M;2009;Auguste
F;2015;Déborah
M;2004;Lazare
M;2010;David
M;2018;Amadou
M;2004;Jérémy
F;2018;Mahault
M;2005;Joris
F;2008;Anissa
M;2013;Farès
F;2009;Aurélia
F;2015;Éléa
F;2004;Léonie
M;2010;Denis
F;2018;Amelia
M;2004;Joël
F;2018;Maïa
F;2005;Kelly
M;2008;Anton
F;2013;Fatimata
F;2009;Aya
F;2015;Emily
F;2004;Liliane
F;2010;Eglantine
M;2018;Arié
M;2004;Joseph
F;2018;Maimouna
F;2005;Lahna
M;2008;Arthur
F;2013;Flore
M;2009;Aymane
M;2015;Ferdinand
F;2004;Lina
F;2010;Eléa
F;2018;Augustine
M;2004;Julian
M;2018;Mathis
F;2005;Léonore
F;2008;Ashley
M;2013;François
F;2009;Bertille
M;2015;Florent
F;2004;Lise
M;2010;Emilien
F;2018;Bella
M;2004;Léandre
F;2018;Mina
F;2005;Lilou
M;2008;Axel
F;2013;Georgia
M;2009;Boubou
M;2015;Gaël
F;2004;Loane
F;2010;Emy
F;2018;Camilia
M;2004;Léopold
M;2018;Muhammad
M;2005;Loan
M;2008;Balthazar
F;2013;Haby
M;2009;Camil
F;2015;Gaia
F;2004;Lucille
F;2010;Esther
M;2018;Colin
F;2004;Linda
F;2018;Naïs
F;2005;Lucia
F;2008;Blanche
F;2013;Isra
M;2009;Christian
M;2015;Harold
F;2004;Marie-Lou
M;2010;Eugène
M;2018;Dan
M;2004;Lino
F;2018;Nélia
F;2005;Madeleine
M;2008;Brieuc
F;2013;Jennah
M;2009;Cyprien
F;2015;Hiba
M;2004;Marin
F;2010;Eve
F;2018;Dounia
M;2004;Lior
F;2018;Neyla
M;2005;Mahamadou
F;2008;Céline
F;2013;Jessica
M;2009;Damien
M;2015;Idris
M;2004;Marius
F;2010;Fanny
M;2018;Eden
F;2004;Lou-Ann
F;2018;Ombeline
M;2005;Marcus
M;2008;Dorian
F;2013;Joséphine
F;2009;Daniela
F;2015;Ivy
M;2004;Marko
F;2010;Fatou
M;2018;Édouard
M;2004;Malick
F;2018;Samira
F;2005;Margaux
M;2008;Elias
F;2013;Judith
M;2009;Etienne
M;2015;Joachim
F;2004;Mathilde
M;2010;Florian
F;2018;Elya
F;2004;Margaux
F;2018;Scarlett
M;2005;Marius
M;2008;Ernest
F;2013;Kate
M;2009;Fabien
M;2015;Joël
M;2004;Mattéo
M;2010;François
M;2018;Emilio
F;2004;Maria
M;2018;Siméon
F;2005;Mathilde
F;2008;Éva
F;2013;Kelly
M;2009;Fabio
M;2015;John
M;2004;Melchior
M;2010;Guillaume
F;2018;Emily
F;2004;Mariame
M;2018;Soren
M;2005;Matys
M;2008;Ewan
F;2013;Kimberly
F;2009;Fatoumata
M;2015;Jordan
F;2004;Morgane
F;2010;Hind
F;2018;Estelle
M;2004;Maxim
F;2018;Stella
M;2005;Maximilien
M;2008;Felix
F;2013;Leslie
F;2009;Fiona
M;2015;Joseph
M;2004;Mory
M;2010;Idrissa
M;2018;Eugène
F;2004;Mazarine
F;2018;Thalia
M;2005;Mehdi
F;2008;Hana
F;2013;Liya
M;2009;Georges
M;2015;Josh
F;2004;Norah
F;2010;Ilana
M;2018;Ewan
F;2004;Mélissa
M;2018;Vassily
F;2005;Milla
M;2008;Hédi
M;2013;Luc
F;2009;Goundo
F;2015;Justine
M;2004;Owen
F;2010;Ilona
M;2018;Eytan
M;2004;Milo
F;2018;Zeynab
F;2005;Mona
M;2008;Henry
M;2013;Luca
M;2009;Hakim
F;2015;Kadidia
F;2004;Paola
M;2010;Iyad
M;2018;Ezra
F;2004;Naïla
M;2019;Gabriel
M;2005;Nathanaël
M;2008;Ilyan
F;2013;Luna
M;2009;Hippolyte
F;2015;Leila
M;2004;Paolo
M;2010;Jean-Baptiste
F;2018;Fanta
M;2004;Ousmane
F;2019;Emma
M;2005;Nelson
F;2008;Imane
M;2013;Marceau
M;2009;Idris
F;2015;Léonor
M;2004;Rayane
M;2010;Jérémy
F;2018;Gemma
F;2004;Paula
M;2019;Antoine
